property_id,seating_type,industry_anzsic4_code,location_zip,clue_small_area,trading_name,x_coordinate,location_address,location_city,location_state,number_of_seats,ogc_fid,industry_anzsic4_description,y_coordinate,census_year,street_address, base_property_id,block_id
"589841","Seats - Indoor","4279",null,"Melbourne (CBD)","No Vacancy","144.9657034",null,null,null,"6",20721,"Other Store-Based Retailing n.e.c.","-37.810658","2017","221 Little Lonsdale Street","105749","76"
"101219","Seats - Indoor","4511",null,"Melbourne (CBD)","Chine On Paramount / Chine Express ","144.9697778",null,null,null,"100",20731,"Cafes and Restaurants","-37.81170307","2017","100-116 Bourke Street","101219","57"
"105691","Seats - Outdoor","4520",null,"Melbourne (CBD)","Boilermaker House","144.9662609",null,null,null,"40",20735,"Pubs, Taverns and Bars","-37.8114331","2017","209-211 Lonsdale Street","105691","66"
"573414","Seats - Indoor","4520",null,"Docklands","Watermark Docklands","144.9451224",null,null,null,"374",20747,"Pubs, Taverns and Bars","-37.81888389","2017","788-812 Bourke Street","573414","1108"
"110639","Seats - Outdoor","4511",null,"Port Melbourne","KFC","144.918605",null,null,null,"40",20764,"Cafes and Restaurants","-37.8310487","2017","2 West Gate Freeway","110639","788"
"575820","Seats - Indoor","4512",null,"Southbank","V P R Vietnamese Pork Roll","144.962154",null,null,null,"20",20802,"Takeaway Food Services","-37.82167834","2017","1-9 Freshwater Place","575820","802"
"102070","Seats - Indoor","4511",null,"Melbourne (CBD)","Philippe","144.9700073",null,null,null,"96",20805,"Cafes and Restaurants","-37.81473508","2017","115-119 Collins Street","102070","27"
"101231","Seats - Indoor","4511",null,"Melbourne (CBD)","Cafe On Bourke","144.971689",null,null,null,"100",20807,"Cafes and Restaurants","-37.81137728","2017","40-50 Bourke Street","101231","58"
"105739","Seats - Indoor","4511",null,"Melbourne (CBD)","Zambrero","144.9607949",null,null,null,"22",20811,"Cafes and Restaurants","-37.81236842","2017","386-392 Lonsdale Street","105739","74"
"101789","Seats - Outdoor","4512",null,"Melbourne (CBD)","Centro Espresso Caffe","144.9655966",null,null,null,"4",20823,"Takeaway Food Services","-37.8166033","2017","252-254 Flinders Lane","101789","25"
"102091","Seats - Indoor","4512",null,"Melbourne (CBD)","Cafe Mesh","144.9627888",null,null,null,"21",20830,"Takeaway Food Services","-37.81722704","2017","351-357 Collins Street","102091","24"
"101204","Seats - Outdoor","4511",null,"Melbourne (CBD)","Wagaya Japanese Restaurant","144.9672768",null,null,null,"20",20834,"Cafes and Restaurants","-37.8124312","2017","194-200 Bourke Street","101204","56"
"105384","Seats - Outdoor","4520",null,"Melbourne (CBD)","Great Western Hotel","144.9554836",null,null,null,"30",20838,"Pubs, Taverns and Bars","-37.81521196","2017","204-208 King Street","105384","62"
"100730","Seats - Indoor","4530",null,"Melbourne (CBD)","Melbourne Savage Club","144.9605765",null,null,null,"95",20852,"Clubs (Hospitality)","-37.81654467","2017","12-16 Bank Place","100730","33"
"108116","Seats - Indoor","4511",null,"Melbourne (CBD)","Bond Street Kitchen","144.9625773",null,null,null,"44",20857,"Cafes and Restaurants","-37.81829599","2017","18 Queen Street","108116","14"
"599505","Seats - Outdoor","4512",null,"Docklands","De Gusto - Takeaway","144.947217",null,null,null,"19",20872,"Takeaway Food Services","-37.81817241","2017","744-770 Bourke Street","573403","1103"
"108646","Seats - Outdoor","4511",null,"Melbourne (Remainder)","Rosco's @ Chevron","144.9798191",null,null,null,"38",20876,"Cafes and Restaurants","-37.8455379","2017","519-539 St Kilda Road","108646","724"
"105399","Seats - Indoor","4512",null,"Melbourne (CBD)","Queen's Kebabs","144.957466",null,null,null,"22",20926,"Takeaway Food Services","-37.81952934","2017","26-32 King Street","105399","12"
"105432","Seats - Outdoor","4511",null,"East Melbourne","Cafe Lansdowne","144.9781229",null,null,null,"33",20940,"Cafes and Restaurants","-37.80904405","2017","23 Lansdowne Street","105432","646"
"109842","Seats - Indoor","4520",null,"North Melbourne","Central Club Hotel","144.9581264",null,null,null,"36",20942,"Pubs, Taverns and Bars","-37.80591439","2017","240-248 Victoria Street","109842","361"
"110091","Seats - Indoor","4512",null,"Melbourne (CBD)","Kobab","144.9591876",null,null,null,"12",20946,"Takeaway Food Services","-37.8192157","2017","15-33 William Street","110091","12"
"106031","Seats - Outdoor","4511",null,"Melbourne (CBD)","Silhouette's Cafe & Restaurant","144.955573",null,null,null,"22",20960,"Cafes and Restaurants","-37.81290439","2017","466-468 Little Lonsdale Street","106031","82"
"110669","Seats - Indoor","4511",null,"Melbourne (CBD)","Fugazza","144.9629844",null,null,null,"6",20970,"Cafes and Restaurants","-37.81570426","2017","353-359 Little Collins Street","110669","34"
"103978","Seats - Indoor","4511",null,"Docklands","Yarra Dragon","144.9536422",null,null,null,"20",20982,"Cafes and Restaurants","-37.82253633","2017","18-38 Siddeley Street","111287","131"
"603923","Seats - Indoor","4511",null,"Melbourne (CBD)","Urban Table Expresso","144.9707325",null,null,null,"71",20984,"Cafes and Restaurants","-37.8091842","2017","32-54 Lonsdale Street","580091","78"
"101137","Seats - Indoor","4511",null,"Melbourne (CBD)","Warra Warra","144.9665978",null,null,null,"34",21006,"Cafes and Restaurants","-37.81376503","2017","235-251 Bourke Street","101137","46"
"105747","Seats - Indoor","4511",null,"Melbourne (CBD)","Charming Spice","144.9639969",null,null,null,"200",21024,"Cafes and Restaurants","-37.81152964","2017","272-282 Lonsdale Street","105747","85"
"110607","Seats - Indoor","4511",null,"Southbank","Jarrah Restaurant & Bar","144.9671147",null,null,null,"85",21037,"Cafes and Restaurants","-37.82038777","2017","24-26 Southgate Avenue","110607","753"
"110092","Seats - Outdoor","4511",null,"Melbourne (CBD)","In a Rush","144.9591221",null,null,null,"36",21056,"Cafes and Restaurants","-37.81858017","2017","35-47 William Street","110092","22"
"108626","Seats - Indoor","4511",null,"Melbourne (Remainder)","Cafe 409","144.9767624",null,null,null,"52",21065,"Cafes and Restaurants","-37.8373358","2017","409-413 St Kilda Road","108626","720"
"105746","Seats - Outdoor","4512",null,"Melbourne (CBD)","Harajuku Crepes","144.9630189",null,null,null,"10",21089,"Takeaway Food Services","-37.81073331","2017","183-265 La Trobe Street","105746","85"
"108271","Seats - Outdoor","4512",null,"North Melbourne","Reynolds St Takeaway","144.9376573",null,null,null,"8",21091,"Takeaway Food Services","-37.7972278","2017","19 Reynolds Street","108271","312"
"107486","Seats - Indoor","1174",null,"West Melbourne (Residential)","Sate Plus","144.9555843",null,null,null,"12",21106,"Bakery Product Manufacturing (Non-factory based)","-37.80619737","2017","85-87 Peel Street","107486","435"
"105746","Seats - Indoor","4511",null,"Melbourne (CBD)","TGI Fridays Restarant & Bar","144.9630189",null,null,null,"330",21122,"Cafes and Restaurants","-37.81073331","2017","183-265 La Trobe Street","105746","85"
"105381","Seats - Indoor","4511",null,"Melbourne (CBD)","Hibachi Japanese Grill ","144.955307",null,null,null,"100",21123,"Cafes and Restaurants","-37.81478641","2017","228-230 King Street","105381","62"
"110006","Seats - Indoor","4511",null,"East Melbourne","Little Asian House","144.9873074",null,null,null,"36",21134,"Cafes and Restaurants","-37.81634891","2017","82 Wellington Parade","110006","607"
"616033","Seats - Indoor","4511",null,"Kensington","Karelay Patisserie","144.9300805",null,null,null,"16",21145,"Cafes and Restaurants","-37.79395787","2017","190 Bellair Street","616033","2524"
"103228","Seats - Outdoor","4511",null,"Melbourne (CBD)","Malaysian Laksa House","144.9602158",null,null,null,"16",21168,"Cafes and Restaurants","-37.80856366","2017","449-451 Elizabeth Street","103228","104"
"103957","Seats - Indoor","4511",null,"Melbourne (CBD)","Grain Store","144.9566017",null,null,null,"75",21184,"Cafes and Restaurants","-37.81988484","2017","517-537 Flinders Lane","103957","11"
"102067","Seats - Indoor","4511",null,"Melbourne (CBD)","Barista 101","144.9707498",null,null,null,"38",21193,"Cafes and Restaurants","-37.81492031","2017","89-105 Collins Street","102067","27"
"106144","Seats - Outdoor","4511",null,"Carlton","Tiamo 2","144.9670792",null,null,null,"20",21207,"Cafes and Restaurants","-37.79817948","2017","305 Lygon Street","106144","207"
"103942","Seats - Indoor","4511",null,"Melbourne (CBD)","Cafe Andiamo","144.9659028",null,null,null,"44",21213,"Cafes and Restaurants","-37.81706291","2017","253-265 Flinders Lane","103942","15"
"108627","Seats - Indoor","4511",null,"Melbourne (Remainder)","Rolld 417 St Kilda","144.9770428",null,null,null,"62",21236,"Cafes and Restaurants","-37.83774553","2017","415-421 St Kilda Road","108627","720"
"110734","Seats - Indoor","4511",null,"Southbank","Teatro","144.9682264",null,null,null,"100",21240,"Cafes and Restaurants","-37.82094188","2017","100 St Kilda Road","110733","752"
"108581","Seats - Indoor","4520",null,"Melbourne (CBD)","Heartbreaker","144.9676444",null,null,null,"100",21253,"Pubs, Taverns and Bars","-37.81098272","2017","226-236 Russell Street","108581","67"
"110858","Seats - Indoor","4511",null,"Melbourne (CBD)","Ways & Means Cafe","144.9710147",null,null,null,"32",21264,"Cafes and Restaurants","-37.80814522","2017","299 Spring Street","108992","88"
"103144","Seats - Outdoor","4511",null,"Carlton","Campos Coffee","144.96981",null,null,null,"12",21271,"Cafes and Restaurants","-37.79715068","2017","138-144 Elgin Street","103144","215"
"108234","Seats - Indoor","4511",null,"Carlton","Moretons Brasserie","144.9711405",null,null,null,"38",21276,"Cafes and Restaurants","-37.79543508","2017","166 Rathdowne Street","108234","226"
"103620","Seats - Indoor","4511",null,"Melbourne (CBD)","Secret Kitchen","144.9704962",null,null,null,"300",21277,"Cafes and Restaurants","-37.81055707","2017","196-226 Exhibition Street","103620","68"
"108627","Seats - Indoor","4511",null,"Melbourne (Remainder)","Aromatic Espresso","144.9770428",null,null,null,"62",21283,"Cafes and Restaurants","-37.83774553","2017","415-421 St Kilda Road","108627","720"
"109377","Seats - Indoor","4511",null,"Carlton","Kitchen 520","144.963537",null,null,null,"50",21294,"Cafes and Restaurants","-37.80481107","2017","514-520 Swanston Street","109377","265"
"601815","Seats - Indoor","4511",null,"Docklands","Aree Thai","144.9401994",null,null,null,"50",21296,"Cafes and Restaurants","-37.81427742","2017","397-407 Docklands Drive","601815","1109"
"103816","Seats - Indoor","4511",null,"North Melbourne","Mum Mum Asian Street Food","144.9540004",null,null,null,"42",21301,"Cafes and Restaurants","-37.79936937","2017","65-67 Flemington Road","103816","377"
"105919","Seats - Indoor","4520",null,"Melbourne (CBD)","Polepole Bar","144.9656034",null,null,null,"70",21341,"Pubs, Taverns and Bars","-37.81483458","2017","267 Little Collins Street","105919","35"
"100155","Seats - Indoor","5910",null,"Melbourne (CBD)","GT Internet Game Club","144.9615816",null,null,null,"20",21346,"Internet Service Providers and Web Search Portals","-37.80924228","2017","71-73 A'Beckett Street","100155","95"
"611366","Seats - Indoor","4511",null,"Docklands","Caffe Bambino","144.9446836",null,null,null,"6",21368,"Cafes and Restaurants","-37.81993681","2017","813-817 Bourke Street","611366","1108"
"106016","Seats - Indoor","4511",null,"Melbourne (CBD)","Pot Lonsdale","144.9605406",null,null,null,"100",21391,"Cafes and Restaurants","-37.8118146","2017","385-389 Little Lonsdale Street","106016","74"
"105746","Seats - Outdoor","4512",null,"Melbourne (CBD)","Menya Ramen","144.9630189",null,null,null,"8",21400,"Takeaway Food Services","-37.81073331","2017","183-265 La Trobe Street","105746","85"
"110639","Seats - Indoor","4511",null,"Port Melbourne","KFC","144.918605",null,null,null,"64",21406,"Cafes and Restaurants","-37.8310487","2017","2 West Gate Freeway","110639","788"
"106206","Seats - Outdoor","4511",null,"Carlton","DOC Espresso","144.9674735",null,null,null,"60",21411,"Cafes and Restaurants","-37.79932164","2017","326-328 Lygon Street","106206","218"
"109985","Seats - Indoor","4511",null,"East Melbourne","Aggies Cafe Bar Restaurant","144.9799837",null,null,null,"41",21415,"Cafes and Restaurants","-37.81680765","2017","61-71 Agnes Street","109985","656"
"103951","Seats - Indoor","4520",null,"Melbourne (CBD)","Bull And Bear Tavern","144.9630313",null,null,null,"150",21437,"Pubs, Taverns and Bars","-37.81782313","2017","341-347 Flinders Lane","103951","14"
"105848","Seats - Indoor","4511",null,"Melbourne (CBD)","Dex2rose Nitrogen Gelato","144.9615983",null,null,null,"32",21445,"Cafes and Restaurants","-37.81379494","2017","377-379 Little Bourke Street","105848","54"
"103924","Seats - Indoor","4511",null,"Melbourne (CBD)","Bullrun","144.9708344",null,null,null,"110",21448,"Cafes and Restaurants","-37.81560645","2017","107-109 Flinders Lane","103924","17"
"105309","Seats - Indoor","4511",null,"Melbourne (CBD)","Salaam Namaste Dosa Hut CBD","144.9549266",null,null,null,"75",21450,"Cafes and Restaurants","-37.81529895","2017","209-211 King Street","105309","61"
"105829","Seats - Outdoor","4511",null,"Melbourne (CBD)","Kri Kri Restaurant","144.9715059",null,null,null,"12",21452,"Cafes and Restaurants","-37.81083595","2017","37-41 Little Bourke Street","105829","58"
"107981","Seats - Outdoor","4511",null,"North Melbourne","Twenty & Six Espresso","144.9475392",null,null,null,"22",21456,"Cafes and Restaurants","-37.80257072","2017","594 Queensberry Street","107981","333"
"105746","Seats - Indoor","4512",null,"Melbourne (CBD)","Vita Patisserie","144.9630189",null,null,null,"6",21468,"Takeaway Food Services","-37.81073331","2017","183-265 La Trobe Street","105746","85"
"110688","Seats - Indoor","4511",null,"Melbourne (CBD)","Cafe Verona","144.9572395",null,null,null,"8",21492,"Cafes and Restaurants","-37.80745984","2017","65-81 Victoria Street","108118","113"
"579252","Seats - Indoor","4511",null,"Melbourne (CBD)","Pho Nom","144.9557275",null,null,null,"16",21495,"Cafes and Restaurants","-37.81902044","2017","559-587 Collins Street","579252","21"
"589841","Seats - Indoor","4512",null,"Melbourne (CBD)","Chatime","144.9657034",null,null,null,"21",21500,"Takeaway Food Services","-37.810658","2017","221 Little Lonsdale Street","105749","76"
"110679","Seats - Indoor","4511",null,"Melbourne (CBD)","Tribel Cafe","144.9572395",null,null,null,"16",21508,"Cafes and Restaurants","-37.80745984","2017"," Peel Street","108118","113"
"106132","Seats - Outdoor","4511",null,"Carlton","Lygon Food Store","144.966868",null,null,null,"45",21527,"Cafes and Restaurants","-37.79929755","2017","263 Lygon Street","106132","206"
"110688","Seats - Indoor","4512",null,"Melbourne (CBD)","El Rincon","144.9572395",null,null,null,"20",21573,"Takeaway Food Services","-37.80745984","2017","65-81 Victoria Street","108118","113"
"111175","Seats - Outdoor","4511",null,"Southbank","Cervo ","144.9586604",null,null,null,"40",21584,"Cafes and Restaurants","-37.82312164","2017","8 Whiteman Street","110477","803"
"101255","Seats - Outdoor","4400",null,"Carlton","The Graduate Union of the University of Melbourne","144.961518",null,null,null,"30",21593,"Accommodation","-37.80117842","2017","197-235 Bouverie Street","101255","242"
"108973","Seats - Indoor","4511",null,"Docklands","Gaslight Project","144.9523393",null,null,null,"30",21607,"Cafes and Restaurants","-37.81815358","2017","85-161 Spencer Street","108973","1101"
"104101","Seats - Indoor","4400",null,"Melbourne (CBD)","Mercure Melbourne Therry Street","144.9608162",null,null,null,"80",21615,"Accommodation","-37.80741949","2017","58-64 Franklin Street","104101","115"
"105856","Seats - Indoor","4512",null,"Melbourne (CBD)","Patricia","144.9582279",null,null,null,"20",21620,"Takeaway Food Services","-37.81468561","2017","493-495 Little Bourke Street","105856","53"
"558180","Seats - Indoor","4511",null,"Docklands","The Medallion Club","144.9475776",null,null,null,"950",21632,"Cafes and Restaurants","-37.81656591","2017","122-148 Harbour Esplanade","558180","1103"
"101142","Seats - Indoor","4512",null,"Melbourne (CBD)","Thaiger","144.9645323",null,null,null,"3",21634,"Takeaway Food Services","-37.81445406","2017","309-325 Bourke Street","101142","45"
"111175","Seats - Indoor","4511",null,"Southbank","Gradi @ Crown","144.9586604",null,null,null,"200",21641,"Cafes and Restaurants","-37.82312164","2017","8 Whiteman Street","110477","803"
"105741","Seats - Outdoor","4511",null,"Melbourne (CBD)","Degani Bakery Cafe","144.9611344",null,null,null,"6",21673,"Cafes and Restaurants","-37.81200936","2017","374-380 Lonsdale Street","105741","74"
"110542","Seats - Indoor","4511",null,"Southbank","Bohemian Bar & Restaurant","144.9523782",null,null,null,"85",21678,"Cafes and Restaurants","-37.82539976","2017","20-30 Convention Centre Place","110484","804"
"108555","Seats - Indoor","4511",null,"Melbourne (CBD)","China Bar","144.967037",null,null,null,"69",21681,"Cafes and Restaurants","-37.81111923","2017","235-241 Russell Street","108555","66"
"559514","Seats - Indoor","4400",null,"Carlton","Arrow On Swanston","144.9635132",null,null,null,"100",21709,"Accommodation","-37.80555235","2017","470-496 Swanston Street","559514","265"
"106014","Seats - Indoor","4511",null,"Melbourne (CBD)","1000 Pound Bend","144.9612845",null,null,null,"200",21734,"Cafes and Restaurants","-37.81166967","2017","361-365 Little Lonsdale Street","106014","74"
"579293","Seats - Indoor","4530",null,"Parkville","University House Club","144.9612468",null,null,null,"421",21745,"Clubs (Hospitality)","-37.79739836","2017","230 Grattan Street","104468","270"
"108955","Seats - Outdoor","4511",null,"West Melbourne (Residential)","Rej's Cafe & Kebabs","144.9511755",null,null,null,"6",21747,"Cafes and Restaurants","-37.81189101","2017","362-364 Spencer Street","108955","101"
"110606","Seats - Indoor","4511",null,"Southbank","Tutto Bene","144.9662623",null,null,null,"35",21763,"Cafes and Restaurants","-37.82066923","2017","3 Southgate Avenue","110380","753"
"627659","Seats - Outdoor","4511",null,"Docklands","Capri At The Quays Cafe","144.9429896",null,null,null,"6",21788,"Cafes and Restaurants","-37.81354363","2017","231-245 Harbour Esplanade","627659","1109"
"110988","Seats - Outdoor","4511",null,"Southbank","The General Assembly","144.9503336",null,null,null,"134",21799,"Cafes and Restaurants","-37.82409303","2017","29-65 South Wharf Promenade","110988","804"
"603923","Seats - Outdoor","4511",null,"Melbourne (CBD)","Babbo","144.9707325",null,null,null,"23",21822,"Cafes and Restaurants","-37.8091842","2017","32-54 Lonsdale Street","580091","78"
"664635","Seats - Indoor","4512",null,"Parkville","Carte Crepes","144.9612468",null,null,null,"30",21830,"Takeaway Food Services","-37.79739836","2017","230 Grattan Street","104468","270"
"103394","Seats - Indoor","4511",null,"North Melbourne","The Hot Poppy","144.9489706",null,null,null,"16",21845,"Cafes and Restaurants","-37.80473152","2017","9 Errol Street","103394","345"
"105933","Seats - Indoor","4520",null,"Melbourne (CBD)","The Irish Times","144.9605354",null,null,null,"100",21847,"Pubs, Taverns and Bars","-37.8162542","2017","425-427 Little Collins Street","105933","33"
"103943","Seats - Indoor","4511",null,"Melbourne (CBD)","The Quarter","144.9654844",null,null,null,"45",21853,"Cafes and Restaurants","-37.81710105","2017","267-275 Flinders Lane","103943","15"
"105746","Seats - Outdoor","4511",null,"Melbourne (CBD)","Chilli India","144.9630189",null,null,null,"50",21867,"Cafes and Restaurants","-37.81073331","2017","183-265 La Trobe Street","105746","85"
"101109","Seats - Indoor","4520",null,"Melbourne (CBD)","Spleen Central","144.9720472",null,null,null,"100",21870,"Pubs, Taverns and Bars","-37.81193572","2017","39-43 Bourke Street","101109","48"
"103978","Seats - Outdoor","4511",null,"Docklands","Degani Bakery Cafe","144.9536422",null,null,null,"26",21874,"Cafes and Restaurants","-37.82253633","2017","18-38 Siddeley Street","111287","131"
"604118","Seats - Outdoor","4512",null,"Docklands","Pita Pit Docklands","144.9431188",null,null,null,"12",21879,"Takeaway Food Services","-37.81977079","2017","834-846 Bourke Street","604118","1108"
"106081","Seats - Outdoor","4520",null,"Carlton","The Curtin","144.9656988",null,null,null,"16",21886,"Pubs, Taverns and Bars","-37.80619915","2017","27-31 Lygon Street","106081","266"
"105746","Seats - Indoor","4511",null,"Melbourne (CBD)","Theobroma Chocolate Lounge","144.9630189",null,null,null,"28",21895,"Cafes and Restaurants","-37.81073331","2017","183-265 La Trobe Street","105746","85"
"611367","Seats - Outdoor","4511",null,"Docklands","Caffe Esc","144.9457644",null,null,null,"28",21957,"Cafes and Restaurants","-37.82205739","2017","791-847 Collins Street","611367","1108"
"101116","Seats - Indoor","4511",null,"Melbourne (CBD)","Nando's Bourke Street","144.9710404",null,null,null,"99",22011,"Cafes and Restaurants","-37.81217956","2017","79-85 Bourke Street","101116","48"
"109418","Seats - Outdoor","4511",null,"Melbourne (CBD)","Allegro Restaurant","144.9674304",null,null,null,"20",22034,"Cafes and Restaurants","-37.81584777","2017","199-209 Collins Street","109418","26"
"611366","Seats - Outdoor","4511",null,"Docklands","Melbourne Vietnam Noodle House","144.9446836",null,null,null,"30",22038,"Cafes and Restaurants","-37.81993681","2017","813-817 Bourke Street","611366","1108"
"104011","Seats - Indoor","4512",null,"Melbourne (CBD)","Waffle On","144.9659973",null,null,null,"2",22046,"Takeaway Food Services","-37.81752037","2017","250-254 Flinders Street","104011","15"
"105458","Seats - Outdoor","4511",null,"Melbourne (CBD)","Xtraction ","144.9558855",null,null,null,"80",22068,"Cafes and Restaurants","-37.81244731","2017","295-307 William Street","105458","82"
"104006","Seats - Indoor","4400",null,"Melbourne (CBD)","Rendezvous Hotels (Australia) Pty Ltd","144.963576",null,null,null,"85",22073,"Accommodation","-37.8182001","2017","318-332 Flinders Street","104006","14"
"589841","Seats - Indoor","4511",null,"Melbourne (CBD)","Cafenatics QV","144.9657034",null,null,null,"30",22079,"Cafes and Restaurants","-37.810658","2017","221 Little Lonsdale Street","105749","76"
"103225","Seats - Indoor","4511",null,"Melbourne (CBD)","Thai Culinary","144.9603439",null,null,null,"26",22086,"Cafes and Restaurants","-37.80885861","2017","433-435 Elizabeth Street","103225","104"
"110102","Seats - Indoor","4512",null,"Melbourne (CBD)","Marios On The Wheels","144.9567836",null,null,null,"6",22096,"Takeaway Food Services","-37.81349327","2017","233-245 William Street","110102","72"
"105325","Seats - Indoor","4511",null,"West Melbourne (Residential)","Teh Dispensa","144.9532514",null,null,null,"19",22103,"Cafes and Restaurants","-37.81166257","2017","369-379 King Street","105325","91"
"103816","Seats - Outdoor","4511",null,"North Melbourne","New Lanna Thai ","144.9540004",null,null,null,"4",22108,"Cafes and Restaurants","-37.79936937","2017","65-67 Flemington Road","103816","377"
"101789","Seats - Indoor","4512",null,"Melbourne (CBD)","The Soup Place","144.9655966",null,null,null,"16",22121,"Takeaway Food Services","-37.8166033","2017","252-254 Flinders Lane","101789","25"
"110606","Seats - Outdoor","4511",null,"Southbank","Red Emperor","144.9662623",null,null,null,"50",22159,"Cafes and Restaurants","-37.82066923","2017","3 Southgate Avenue","110380","753"
"102685","Seats - Indoor","4511",null,"Carlton","Doc Pizza & Mozarella Bar","144.9684438",null,null,null,"60",22173,"Cafes and Restaurants","-37.7989855","2017","295-297 Drummond Street","102685","218"
"103216","Seats - Indoor","4511",null,"Melbourne (CBD)","By Korea","144.9608495",null,null,null,"65",22207,"Cafes and Restaurants","-37.8100143","2017","284-294 La Trobe Street","103216","94"
"581508","Seats - Outdoor","4511",null,"Carlton","Norsiah's Kitchen","144.9643119",null,null,null,"12",22224,"Cafes and Restaurants","-37.80188571","2017","604 Swanston Street","538825","245"
"109311","Seats - Indoor","4511",null,"Melbourne (CBD)","Nando's","144.9637506",null,null,null,"64",22230,"Cafes and Restaurants","-37.8103651","2017","335-347 Swanston Street","109311","85"
"101144","Seats - Indoor","1182",null,"Melbourne (CBD)","Koko Black","144.964049",null,null,null,"67",22233,"Confectionery Manufacturing","-37.81458812","2017","331-339 Bourke Street","101144","45"
"105681","Seats - Indoor","4512",null,"Melbourne (CBD)","Dhaka Restaurant & Supplies","144.9681529",null,null,null,"15",22235,"Takeaway Food Services","-37.81081665","2017","145-147 Lonsdale Street","110701","67"
"623559","Seats - Indoor","4511",null,"Southbank","Citizen Cafe","144.9523782",null,null,null,"40",22255,"Cafes and Restaurants","-37.82539976","2017","2 Convention Centre Place","110484","804"
"101172","Seats - Outdoor","4511",null,"Melbourne (CBD)","Sixpence Cafe","144.9561073",null,null,null,"180",22257,"Cafes and Restaurants","-37.81571393","2017","578-606 Bourke Street","101172","52"
"109794","Seats - Indoor","4511",null,"North Melbourne","Rubiras North Melbourne","144.9501455",null,null,null,"40",22265,"Cafes and Restaurants","-37.80496737","2017","478-484 Victoria Street","109794","354"
"103938","Seats - Indoor","4400",null,"Melbourne (CBD)","The Adelphi Hotel","144.9683751",null,null,null,"50",22292,"Accommodation","-37.81635789","2017","187 Flinders Lane","103938","16"
"625840","Seats - Outdoor","4511",null,"Melbourne (CBD)","Nashi","144.9701092",null,null,null,"33",22306,"Cafes and Restaurants","-37.81281453","2017","111-129 Bourke Street","103597","47"
"105840","Seats - Outdoor","4400",null,"Melbourne (CBD)","Mercure Welcome Hotel","144.9646469",null,null,null,"30",22318,"Accommodation","-37.81288667","2017","265-279 Little Bourke Street","105840","55"
"578096","Seats - Indoor","4511",null,"Docklands","Cavallino Cafe","144.9502584",null,null,null,"112",22331,"Cafes and Restaurants","-37.81864992","2017","715-727 Bourke Street","578096","1105"
"589841","Seats - Outdoor","4511",null,"Melbourne (CBD)","Cafenatics QV","144.9657034",null,null,null,"22",22337,"Cafes and Restaurants","-37.810658","2017","221 Little Lonsdale Street","105749","76"
"604778","Seats - Indoor","4511",null,"Melbourne (CBD)","Sichuan Dining Room","144.9620907",null,null,null,"80",22338,"Cafes and Restaurants","-37.80728963","2017","483 Swanston Street","587480","115"
"106226","Seats - Indoor","4511",null,"Carlton","Nadalon Fusion","144.9671684",null,null,null,"40",22359,"Cafes and Restaurants","-37.80113981","2017","258 Lygon Street","106226","247"
"109683","Seats - Indoor","0",null,"West Melbourne (Residential)","vacant","144.9554422",null,null,null,"60",22365,"Vacant Space","-37.80604869","2017","183-185 Victoria Street","109683","435"
"106022","Seats - Indoor","4512",null,"Melbourne (CBD)","Marble Fox","144.9563105",null,null,null,"20",22416,"Takeaway Food Services","-37.81323022","2017","527-533 Little Lonsdale Street","106022","72"
"102268","Seats - Outdoor","4511",null,"Melbourne (CBD)","Becco","144.9710142",null,null,null,"16",22424,"Cafes and Restaurants","-37.81143018","2017","11-25 Crossley Street","102268","58"
"109267","Seats - Outdoor","4511",null,"Melbourne (CBD)","1932 Cafe & Restaurant","144.9661258",null,null,null,"20",22434,"Cafes and Restaurants","-37.81528474","2017","220-226 Collins Street","109267","35"
"102058","Seats - Indoor","4511",null,"Melbourne (CBD)","Mamasita","144.9734622",null,null,null,"72",22435,"Cafes and Restaurants","-37.81377997","2017","11 Collins Street","102058","28"
"105949","Seats - Indoor","4511",null,"Melbourne (CBD)","Mr Fusion","144.956774",null,null,null,"40",22454,"Cafes and Restaurants","-37.81695942","2017","538-542 Little Collins Street","105949","42"
"110606","Seats - Indoor","4512",null,"Southbank","In A Rush","144.9662623",null,null,null,"10",22461,"Takeaway Food Services","-37.82066923","2017","3 Southgate Avenue","110380","753"
"101137","Seats - Indoor","4512",null,"Melbourne (CBD)","VB Rolls","144.9665978",null,null,null,"15",22463,"Takeaway Food Services","-37.81376503","2017","235-251 Bourke Street","101137","46"
"579362","Seats - Outdoor","4511",null,"Docklands","Al-Khaleej Restaurant","144.9435506",null,null,null,"38",22482,"Cafes and Restaurants","-37.82438863","2017","84-90 Lorimer Street","665148","773"
"600456","Seats - Indoor","9539",null,"Port Melbourne","Designed For Livin","144.9362954",null,null,null,"16",22504,"Other Personal Services n.e.c.","-37.82366685","2017","874-886 Lorimer Street","600456","775"
"102063","Seats - Outdoor","4511",null,"Melbourne (CBD)","Little Flinders","144.9726281",null,null,null,"32",22509,"Cafes and Restaurants","-37.81430616","2017","45 Collins Street","102060","28"
"106118","Seats - Indoor","4511",null,"Carlton","Papa Gino's Pizza Restaurant","144.9667173",null,null,null,"100",22512,"Cafes and Restaurants","-37.80018973","2017","219-221 Lygon Street","106118","206"
"101210","Seats - Indoor","4511",null,"Melbourne (CBD)","Melbourne Wok","144.968386",null,null,null,"50",22568,"Cafes and Restaurants","-37.81247257","2017","164-166 Bourke Street","101210","57"
